VW_30cm,T_30cm,Class,,
0.34700,15.70000,Tolarate,,
0.34700,15.70000,Tolarate,,
0.34600,15.70000,Tolarate,,
0.34600,15.70000,Tolarate,,
0.34500,15.70000,Tolarate,,
0.34500,15.60000,Tolarate,,
0.34400,15.60000,Tolarate,,
0.34400,15.60000,Tolarate,,
0.34400,15.50000,Tolarate,,
0.34300,15.50000,Tolarate,,
0.34300,15.50000,Tolarate,,
0.34100,15.50000,Tolarate,,
0.34100,15.50000,Tolarate,,
0.34000,15.50000,Tolarate,,
0.34000,15.50000,Tolarate,,
0.34000,15.60000,Tolarate,,
0.34000,15.70000,Tolarate,,
0.33900,15.70000,Tolarate,,
0.33900,15.80000,Tolarate,,
0.33900,15.80000,Tolarate,,
0.33800,15.90000,Tolarate,,
0.33800,15.90000,Tolarate,,
0.33900,15.90000,Tolarate,,
0.33900,16.00000,Tolarate,,
0.33800,16.00000,Tolarate,,
0.33800,16.00000,Tolarate,,
0.33700,15.90000,Tolarate,,
0.33700,15.90000,Tolarate,,
0.33700,15.90000,Tolarate,,
0.33700,15.90000,Tolarate,,
0.33600,15.80000,Tolarate,,
0.33500,15.80000,Tolarate,,
0.33500,15.80000,Tolarate,,
0.33400,15.70000,Tolarate,,
0.33300,15.70000,Tolarate,,
0.33100,15.70000,Tolarate,,
0.33000,15.70000,Tolarate,,
0.33000,15.70000,Tolarate,,
0.32900,15.80000,Tolarate,,
0.32900,15.90000,Tolarate,,
0.32900,16.00000,Tolarate,,
0.32900,16.20000,Tolarate,,
0.32900,16.30000,Tolarate,,
0.32900,16.50000,Tolarate,,
0.32900,16.60000,Tolarate,,
0.32900,16.70000,Tolarate,,
0.32900,16.80000,Tolarate,,
0.32900,16.90000,Tolarate,,
0.33000,16.90000,Tolarate,,
0.32900,16.90000,Tolarate,,
0.32900,16.90000,Tolarate,,
0.32900,16.90000,Tolarate,,
0.32800,16.90000,Tolarate,,
0.32800,16.90000,Tolarate,,
0.32800,16.80000,Tolarate,,
0.32700,16.80000,Tolarate,,
0.32600,16.70000,Tolarate,,
0.32500,16.70000,Tolarate,,
0.32400,16.70000,Tolarate,,
0.32300,16.70000,Tolarate,,
0.32200,16.70000,Tolarate,,
0.32000,16.70000,Tolarate,,
0.32000,16.80000,Tolarate,,
0.31900,16.90000,Tolarate,,
0.31900,17.10000,Tolarate,,
0.31900,17.20000,Tolarate,,
0.31900,17.40000,Tolarate,,
0.31900,17.50000,Tolarate,,
0.31900,17.70000,Tolarate,,
0.32000,17.80000,Tolarate,,
0.31900,17.90000,Tolarate,,
0.32000,17.90000,Tolarate,,
0.31900,18.00000,Tolarate,,
0.31900,18.00000,Tolarate,,
0.32000,18.00000,Tolarate,,
0.31900,18.00000,Tolarate,,
0.31900,18.00000,Tolarate,,
0.31900,17.90000,Tolarate,,
0.31800,17.90000,Tolarate,,
0.31800,17.80000,Tolarate,,
0.31800,17.80000,Tolarate,,
0.31600,17.80000,Tolarate,,
0.31500,17.70000,Tolarate,,
0.31400,17.70000,Tolarate,,
0.31300,17.70000,Tolarate,,
0.31200,17.70000,Tolarate,,
0.31100,17.80000,Tolarate,,
0.31000,17.80000,Tolarate,,
0.31000,18.00000,Tolarate,,
0.31000,18.10000,Tolarate,,
0.31000,18.20000,Tolarate,,
0.31000,18.30000,Tolarate,,
0.31000,18.40000,Tolarate,,
0.31000,18.50000,Tolarate,,
0.31000,18.50000,Tolarate,,
0.31100,18.60000,Tolarate,,
0.31100,18.60000,Tolarate,,
0.31000,18.60000,Tolarate,,
0.31000,18.50000,Tolarate,,
0.31000,18.50000,Tolarate,,
0.31000,18.50000,Tolarate,,
0.31000,18.40000,Tolarate,,
0.31000,18.30000,Tolarate,,
0.30900,18.30000,Tolarate,,
0.30800,18.20000,Tolarate,,
0.30700,18.10000,Tolarate,,
0.30600,18.10000,Tolarate,,
0.30400,18.00000,Tolarate,,
0.30300,18.00000,Tolarate,,
0.30200,18.00000,Tolarate,,
0.30100,18.10000,Tolarate,,
0.30000,18.20000,Tolarate,,
0.29900,18.30000,Tolarate,,
0.30000,18.40000,Tolarate,,
0.30000,18.60000,Tolarate,,
0.30000,18.70000,Tolarate,,
0.30000,18.80000,Tolarate,,
0.30000,18.90000,Tolarate,,
0.30100,18.90000,Tolarate,,
0.30100,19.00000,Tolarate,,
0.30000,19.00000,Tolarate,,
0.30000,19.00000,Tolarate,,
0.30100,19.00000,Tolarate,,
0.30000,19.00000,Tolarate,,
0.30100,18.90000,Tolarate,,
0.30000,18.80000,Tolarate,,
0.29900,18.80000,Tolarate,,
0.29900,18.70000,Tolarate,,
0.29800,18.70000,Tolarate,,
0.29700,18.60000,Tolarate,,
0.29600,18.50000,Tolarate,,
0.29500,18.50000,Tolarate,,
0.29300,18.50000,Tolarate,,
0.29200,18.50000,Tolarate,,
0.29100,18.60000,Tolarate,,
0.29000,18.70000,Tolarate,,
0.29000,18.80000,Tolarate,,
0.29000,18.90000,Tolarate,,
0.29000,19.10000,Tolarate,,
0.29000,19.20000,Tolarate,,
0.29100,19.30000,Tolarate,,
0.29200,19.40000,Tolarate,,
0.29200,19.50000,Tolarate,,
0.29200,19.60000,Tolarate,,
0.29200,19.60000,Tolarate,,
0.29200,19.60000,Tolarate,,
0.29200,19.60000,Tolarate,,
0.29200,19.60000,Tolarate,,
0.29200,19.60000,Tolarate,,
0.29200,19.50000,Tolarate,,
0.29100,19.50000,Tolarate,,
0.29100,19.40000,Tolarate,,
0.29000,19.40000,Tolarate,,
0.28900,19.30000,Tolarate,,
0.28800,19.30000,Tolarate,,
0.28700,19.30000,Tolarate,,
0.28500,19.30000,Tolarate,,
0.28400,19.30000,Tolarate,,
0.28300,19.30000,Tolarate,,
0.28300,19.40000,Tolarate,,
0.28200,19.50000,Tolarate,,
0.28200,19.70000,Tolarate,,
0.28300,19.80000,Tolarate,,
0.28300,19.90000,Tolarate,,
0.28300,20.00000,Tolarate,,
0.28300,20.10000,Tolarate,,
0.28400,20.10000,Tolarate,,
0.28400,20.20000,Tolarate,,
0.28400,20.20000,Tolarate,,
0.28400,20.20000,Tolarate,,
0.28400,20.20000,Tolarate,,
0.28300,20.20000,Tolarate,,
0.28300,20.10000,Tolarate,,
0.28300,20.10000,Tolarate,,
0.28300,20.00000,Tolarate,,
0.28200,19.90000,Tolarate,,
0.28100,19.90000,Tolarate,,
0.28000,19.80000,Tolarate,,
0.27900,19.70000,Tolarate,,
0.27700,19.70000,Tolarate,,
0.27500,19.70000,Tolarate,,
0.27500,19.70000,Tolarate,,
0.27400,19.70000,Tolarate,,
0.27300,19.70000,Tolarate,,
0.27200,19.80000,Tolarate,,
0.27300,19.90000,Tolarate,,
0.27300,20.00000,Tolarate,,
0.27300,20.10000,Tolarate,,
0.27300,20.20000,Tolarate,,
0.27300,20.20000,Tolarate,,
0.27400,20.30000,Tolarate,,
0.27400,20.30000,Tolarate,,
0.27400,20.20000,Tolarate,,
0.27400,20.20000,Tolarate,,
0.27300,20.20000,Tolarate,,
0.27200,20.10000,Tolarate,,
0.27200,20.00000,Tolarate,,
0.27200,19.90000,Tolarate,,
0.27100,19.80000,Tolarate,,
0.27100,19.70000,Tolarate,,
0.26900,19.60000,Tolarate,,
0.26800,19.50000,Tolarate,,
0.26700,19.40000,Tolarate,,
0.26600,19.30000,Tolarate,,
0.26400,19.30000,Tolarate,,
0.26300,19.30000,Tolarate,,
0.26100,19.30000,Tolarate,,
0.26100,19.30000,Tolarate,,
0.26000,19.40000,Tolarate,,
0.26100,19.50000,Tolarate,,
0.26100,19.60000,Tolarate,,
0.26100,19.70000,Tolarate,,
0.26200,19.70000,Tolarate,,
0.26200,19.80000,Tolarate,,
0.26200,19.80000,Tolarate,,
0.26200,19.80000,Tolarate,,
0.26200,19.80000,Tolarate,,
0.26100,19.80000,Tolarate,,
0.26100,19.70000,Tolarate,,
0.26000,19.60000,Tolarate,,
0.26000,19.60000,Tolarate,,
0.26000,19.50000,Tolarate,,
0.26000,19.40000,Tolarate,,
0.25900,19.30000,Tolarate,,
0.25800,19.20000,Tolarate,,
0.25700,19.10000,Tolarate,,
0.25600,19.00000,Tolarate,,
0.25500,18.90000,Tolarate,,
0.25400,18.80000,Tolarate,,
0.25300,18.80000,Tolarate,,
0.25200,18.80000,Tolarate,,
0.25200,18.90000,Tolarate,,
0.25100,19.00000,Tolarate,,
0.25200,19.10000,Tolarate,,
0.25200,19.20000,Tolarate,,
0.25200,19.20000,Tolarate,,
0.25300,19.30000,Tolarate,,
0.25300,19.40000,Tolarate,,
0.25200,19.40000,Tolarate,,
0.25300,19.40000,Tolarate,,
0.25200,19.30000,Tolarate,,
0.25200,19.30000,Tolarate,,
0.25200,19.20000,Tolarate,,
0.25200,19.20000,Tolarate,,
0.25200,19.10000,Tolarate,,
0.25100,19.00000,Tolarate,,
0.25100,18.90000,Tolarate,,
0.25100,18.80000,Tolarate,,
0.25000,18.70000,Tolarate,,
0.25000,18.60000,Tolarate,,
0.25000,18.50000,Tolarate,,
0.24900,18.50000,Tolarate,,
0.24900,18.40000,Tolarate,,
0.24800,18.40000,Tolarate,,
0.24800,18.40000,Tolarate,,
0.24800,18.50000,Tolarate,,
0.24800,18.60000,Tolarate,,
0.24800,18.70000,Tolarate,,
0.24800,18.80000,Tolarate,,
0.24800,18.90000,Tolarate,,
0.24800,19.00000,Tolarate,,
0.24800,19.10000,Tolarate,,
0.24800,19.10000,Tolarate,,
0.24800,19.10000,Tolarate,,
0.24800,19.10000,Tolarate,,
0.24800,19.10000,Tolarate,,
0.24800,19.10000,Tolarate,,
0.24800,19.00000,Tolarate,,
0.24800,18.90000,Tolarate,,
0.24800,18.90000,Tolarate,,
0.24800,18.80000,Tolarate,,
0.24800,18.70000,Tolarate,,
0.24700,18.60000,Tolarate,,
0.24700,18.50000,Tolarate,,
0.24600,18.40000,Tolarate,,
0.24600,18.40000,Tolarate,,
0.24600,18.40000,Tolarate,,
0.24600,18.40000,Tolarate,,
0.24500,18.40000,Tolarate,,
0.24500,18.50000,Tolarate,,
0.24500,18.60000,Tolarate,,
0.24500,18.70000,Tolarate,,
0.24500,18.80000,Tolarate,,
0.24500,18.90000,Tolarate,,
0.24500,19.00000,Tolarate,,
0.24500,19.10000,Tolarate,,
0.24600,19.20000,Tolarate,,
0.24600,19.20000,Tolarate,,
0.24600,19.20000,Tolarate,,
0.24500,19.20000,Tolarate,,
0.24500,19.10000,Tolarate,,
0.24500,19.10000,Tolarate,,
0.24500,19.00000,Tolarate,,
0.24500,18.90000,Tolarate,,
0.24500,18.90000,Tolarate,,
0.24500,18.80000,Tolarate,,
0.24500,18.70000,Tolarate,,
0.24400,18.70000,Tolarate,,
0.24400,18.60000,Tolarate,,
0.24400,18.60000,Tolarate,,
0.24300,18.60000,Tolarate,,
0.24300,18.60000,Tolarate,,
0.24300,18.60000,Tolarate,,
0.24300,18.60000,Tolarate,,
0.24300,18.70000,Tolarate,,
0.24300,18.80000,Tolarate,,
0.24300,18.90000,Tolarate,,
0.24300,19.00000,Tolarate,,
0.24300,19.10000,Tolarate,,
0.24300,19.20000,Tolarate,,
0.24300,19.20000,Tolarate,,
0.24300,19.20000,Tolarate,,
0.24300,19.20000,Tolarate,,
0.24300,19.20000,Tolarate,,
0.24300,19.20000,Tolarate,,
0.24300,19.10000,Tolarate,,
0.24300,19.00000,Tolarate,,
0.24300,19.00000,Tolarate,,
0.24300,18.90000,Tolarate,,
0.24300,18.80000,Tolarate,,
0.24200,18.70000,Tolarate,,
0.24200,18.60000,Tolarate,,
0.24200,18.60000,Tolarate,,
0.24100,18.50000,Tolarate,,
0.24100,18.50000,Tolarate,,
0.24100,18.50000,Tolarate,,
0.24100,18.50000,Tolarate,,
0.24000,18.60000,Tolarate,,
0.24000,18.70000,Tolarate,,
0.24000,18.80000,Tolarate,,
0.24000,18.90000,Tolarate,,
0.24100,19.10000,Tolarate,,
0.24100,19.20000,Tolarate,,
0.24100,19.30000,Tolarate,,
0.24100,19.30000,Tolarate,,
0.24100,19.30000,Tolarate,,
0.24100,19.30000,Tolarate,,
0.24100,19.30000,Tolarate,,
0.24100,19.30000,Tolarate,,
0.24100,19.20000,Tolarate,,
0.24100,19.20000,Tolarate,,
0.24100,19.10000,Tolarate,,
0.24100,19.00000,Tolarate,,
0.24000,18.90000,Tolarate,,
0.24000,18.90000,Tolarate,,
0.24000,18.80000,Tolarate,,
0.24000,18.70000,Tolarate,,
0.23900,18.70000,Tolarate,,
0.23900,18.70000,Tolarate,,
0.23900,18.70000,Tolarate,,
0.23800,18.70000,Tolarate,,
0.23800,18.80000,Tolarate,,
0.23800,18.90000,Tolarate,,
0.23800,19.00000,Tolarate,,
0.23800,19.20000,Tolarate,,
0.23900,19.30000,Tolarate,,
0.23900,19.40000,Tolarate,,
0.23900,19.50000,Tolarate,,
0.23900,19.50000,Tolarate,,
0.23900,19.60000,Tolarate,,
0.23900,19.60000,Tolarate,,
0.23900,19.60000,Tolarate,,
0.23900,19.50000,Tolarate,,
0.23900,19.50000,Tolarate,,
0.23900,19.40000,Tolarate,,
0.23900,19.40000,Tolarate,,
0.23900,19.30000,Tolarate,,
0.23900,19.30000,Tolarate,,
0.23800,19.20000,Tolarate,,
0.23800,19.10000,Tolarate,,
0.23800,19.10000,Tolarate,,
0.23700,19.00000,Tolarate,,
0.23700,19.00000,Tolarate,,
0.23700,19.00000,Tolarate,,
0.23700,19.00000,Tolarate,,
0.23700,19.00000,Tolarate,,
0.23700,19.10000,Tolarate,,
0.23700,19.20000,Tolarate,,
0.23700,19.30000,Tolarate,,
0.23700,19.40000,Tolarate,,
0.23700,19.50000,Tolarate,,
0.23700,19.50000,Tolarate,,
0.23700,19.50000,Tolarate,,
0.23700,19.50000,Tolarate,,
0.23700,19.50000,Tolarate,,
0.23700,19.50000,Tolarate,,
0.23700,19.40000,Tolarate,,
0.23700,19.30000,Tolarate,,
0.23700,19.20000,Tolarate,,
0.23700,19.10000,Tolarate,,
0.23700,19.00000,Tolarate,,
0.23600,18.90000,Tolarate,,
0.23600,18.80000,Tolarate,,
0.23600,18.70000,Tolarate,,
0.23600,18.60000,Tolarate,,
0.23500,18.50000,Tolarate,,
0.23500,18.50000,Tolarate,,
0.23500,18.40000,Tolarate,,
0.23400,18.50000,Tolarate,,
0.23500,18.50000,Tolarate,,
0.23500,18.60000,Tolarate,,
0.23500,18.70000,Tolarate,,
0.23500,18.80000,Tolarate,,
0.23500,18.90000,Tolarate,,
0.23500,19.00000,Tolarate,,
0.23500,19.00000,Tolarate,,
0.23500,19.10000,Tolarate,,
0.23500,19.10000,Tolarate,,
0.23500,19.10000,Tolarate,,
0.23500,19.00000,Tolarate,,
0.23500,19.00000,Tolarate,,
0.23500,18.90000,Tolarate,,
0.23500,18.80000,Tolarate,,
0.23400,18.80000,Tolarate,,
0.23500,18.70000,Tolarate,,
0.23400,18.60000,Tolarate,,
0.23400,18.50000,Tolarate,,
0.23400,18.40000,Tolarate,,
0.23400,18.30000,Tolarate,,
0.23300,18.20000,Tolarate,,
0.23300,18.20000,Tolarate,,
0.23300,18.20000,Tolarate,,
0.23300,18.20000,Tolarate,,
0.23300,18.30000,Tolarate,,
0.23300,18.30000,Tolarate,,
0.23300,18.40000,Tolarate,,
0.23300,18.50000,Tolarate,,
0.23300,18.60000,Tolarate,,
0.23300,18.70000,Tolarate,,
0.23400,18.80000,Tolarate,,
0.23400,18.80000,Tolarate,,
0.23400,18.80000,Tolarate,,
0.23300,18.80000,Tolarate,,
0.23300,18.80000,Tolarate,,
0.23300,18.70000,Tolarate,,
0.23300,18.70000,Tolarate,,
0.23300,18.60000,Tolarate,,
0.23300,18.50000,Tolarate,,
0.23300,18.40000,Tolarate,,
0.23300,18.30000,Tolarate,,
0.23300,18.20000,Tolarate,,
0.23200,18.20000,Tolarate,,
0.23200,18.10000,Tolarate,,
0.23200,18.00000,Tolarate,,
0.23200,18.00000,Tolarate,,
0.23200,18.00000,Tolarate,,
0.23200,18.00000,Tolarate,,
0.23200,18.10000,Tolarate,,
0.23200,18.20000,Tolarate,,
0.23200,18.30000,Tolarate,,
0.23200,18.50000,Tolarate,,
0.23200,18.60000,Tolarate,,
0.23200,18.70000,Tolarate,,
0.23200,18.80000,Tolarate,,
0.23200,18.80000,Tolarate,,
0.23200,18.90000,Tolarate,,
0.23200,18.90000,Tolarate,,
0.23200,18.80000,Tolarate,,
0.23200,18.80000,Tolarate,,
0.23200,18.70000,Tolarate,,
0.23200,18.70000,Tolarate,,
0.23200,18.60000,Tolarate,,
0.23200,18.50000,Tolarate,,
0.23200,18.40000,Tolarate,,
0.23100,18.30000,Tolarate,,
0.23100,18.30000,Tolarate,,
0.23100,18.20000,Tolarate,,
0.23100,18.10000,Tolarate,,
0.23100,18.10000,Tolarate,,
0.23100,18.10000,Tolarate,,
0.23000,18.20000,Tolarate,,
0.23100,18.20000,Tolarate,,
0.23100,18.30000,Tolarate,,
0.23100,18.50000,Tolarate,,
0.23100,18.60000,Tolarate,,
0.23100,18.70000,Tolarate,,
0.23100,18.80000,Tolarate,,
0.23100,18.90000,Tolarate,,
0.23100,19.00000,Tolarate,,
0.23100,19.00000,Tolarate,,
0.23100,19.00000,Tolarate,,
0.23100,19.00000,Tolarate,,
0.23100,19.00000,Tolarate,,
0.23100,18.90000,Tolarate,,
0.23100,18.90000,Tolarate,,
0.23100,18.80000,Tolarate,,
0.23100,18.70000,Tolarate,,
0.23100,18.60000,Tolarate,,
0.23100,18.50000,Tolarate,,
0.23000,18.50000,Tolarate,,
0.23000,18.40000,Tolarate,,
0.23000,18.30000,Tolarate,,
0.23000,18.30000,Tolarate,,
0.23000,18.30000,Tolarate,,
0.23000,18.40000,Tolarate,,
0.23000,18.40000,Tolarate,,
0.23000,18.50000,Tolarate,,
0.23000,18.60000,Tolarate,,
0.23000,18.70000,Tolarate,,
0.23000,18.80000,Tolarate,,
0.23000,18.80000,Tolarate,,
0.23000,18.90000,Tolarate,,
0.23000,19.00000,Tolarate,,
0.23200,19.10000,Tolarate,,
0.23200,19.00000,Tolarate,,
0.23200,19.00000,Tolarate,,
0.23200,19.00000,Tolarate,,
0.23200,19.00000,Tolarate,,
0.23200,19.00000,Tolarate,,
0.23200,19.00000,Tolarate,,
0.23200,19.00000,Tolarate,,
0.23200,18.90000,Tolarate,,
0.23200,18.90000,Tolarate,,
0.23200,18.90000,Tolarate,,
0.23200,18.80000,Tolarate,,
0.23200,18.80000,Tolarate,,
0.23200,18.80000,Tolarate,,
0.23100,18.80000,Tolarate,,
0.23100,18.90000,Tolarate,,
0.23100,19.00000,Tolarate,,
0.23100,19.10000,Tolarate,,
0.23100,19.20000,Tolarate,,
0.23100,19.30000,Tolarate,,
0.23200,19.50000,Tolarate,,
0.23200,19.60000,Tolarate,,
0.23200,19.60000,Tolarate,,
0.23200,19.70000,Tolarate,,
0.23200,19.70000,Tolarate,,
0.23200,19.70000,Tolarate,,
0.23200,19.60000,Tolarate,,
0.23200,19.60000,Tolarate,,
0.23200,19.50000,Tolarate,,
0.23200,19.40000,Tolarate,,
0.23100,19.40000,Tolarate,,
0.23100,19.30000,Tolarate,,
0.23100,19.20000,Tolarate,,
0.23100,19.10000,Tolarate,,
0.23100,19.00000,Tolarate,,
0.23000,18.90000,Tolarate,,
0.23000,18.80000,Tolarate,,
0.23000,18.80000,Tolarate,,
0.23000,18.80000,Tolarate,,
0.23000,18.80000,Tolarate,,
0.23000,18.90000,Tolarate,,
0.23000,19.00000,Tolarate,,
0.23000,19.10000,Tolarate,,
0.23000,19.20000,Tolarate,,
0.23000,19.40000,Tolarate,,
0.23000,19.50000,Tolarate,,
0.23100,19.50000,Tolarate,,
0.23100,19.60000,Tolarate,,
0.23100,19.60000,Tolarate,,
0.23100,19.60000,Tolarate,,
0.23000,19.60000,Tolarate,,
0.23000,19.50000,Tolarate,,
0.23000,19.50000,Tolarate,,
0.23000,19.40000,Tolarate,,
0.23000,19.30000,Tolarate,,
0.23000,19.20000,Tolarate,,
0.23000,19.10000,Tolarate,,
0.23000,19.00000,Tolarate,,
0.23000,18.90000,Tolarate,,
0.22900,18.80000,Tolarate,,
0.22900,18.80000,Tolarate,,
0.22900,18.80000,Tolarate,,
0.22900,18.80000,Tolarate,,
0.22900,18.80000,Tolarate,,
0.22900,18.90000,Tolarate,,
0.22900,19.00000,Tolarate,,
0.22900,19.20000,Tolarate,,
0.22900,19.30000,Tolarate,,
0.22900,19.40000,Tolarate,,
0.22900,19.60000,Tolarate,,
0.23000,19.70000,Tolarate,,
0.23000,19.70000,Tolarate,,
0.23000,19.70000,Tolarate,,
0.23000,19.80000,Tolarate,,
0.23000,19.70000,Tolarate,,
0.23000,19.70000,Tolarate,,
0.23000,19.60000,Tolarate,,
0.22900,19.60000,Tolarate,,
0.22900,19.50000,Tolarate,,
0.22900,19.40000,Tolarate,,
0.22900,19.30000,Tolarate,,
0.22900,19.20000,Tolarate,,
0.22900,19.10000,Tolarate,,
0.22800,19.10000,Tolarate,,
0.22800,19.00000,Tolarate,,
0.22800,19.00000,Tolarate,,
0.22800,19.00000,Tolarate,,
0.22800,19.10000,Tolarate,,
0.22800,19.10000,Tolarate,,
0.22800,19.30000,Tolarate,,
0.22800,19.40000,Tolarate,,
0.22800,19.50000,Tolarate,,
0.22800,19.70000,Tolarate,,
0.22900,19.80000,Tolarate,,
0.22900,19.90000,Tolarate,,
0.22900,19.90000,Tolarate,,
0.22900,20.00000,Tolarate,,
0.22900,20.00000,Tolarate,,
0.22900,19.90000,Tolarate,,
0.22900,19.90000,Tolarate,,
0.22900,19.80000,Tolarate,,
0.22900,19.70000,Tolarate,,
0.22800,19.70000,Tolarate,,
0.22800,19.60000,Tolarate,,
0.22800,19.50000,Tolarate,,
0.22800,19.40000,Tolarate,,
0.22800,19.30000,Tolarate,,
0.22800,19.20000,Tolarate,,
0.22800,19.10000,Tolarate,,
0.22700,19.10000,Tolarate,,
0.22700,19.10000,Tolarate,,
0.22700,19.20000,Tolarate,,
0.22700,19.20000,Tolarate,,
0.22700,19.30000,Tolarate,,
0.22800,19.50000,Tolarate,,
0.22800,19.60000,Tolarate,,
0.22800,19.80000,Tolarate,,
0.22800,19.90000,Tolarate,,
0.22800,19.90000,Tolarate,,
0.22800,20.00000,Tolarate,,
0.22800,20.00000,Tolarate,,
0.22800,20.00000,Tolarate,,
0.22800,20.00000,Tolarate,,
0.22800,19.90000,Tolarate,,
0.22800,19.90000,Tolarate,,
0.22800,19.80000,Tolarate,,
0.22800,19.70000,Tolarate,,
0.22800,19.70000,Tolarate,,
0.22800,19.60000,Tolarate,,
0.22700,19.50000,Tolarate,,
0.22700,19.40000,Tolarate,,
0.22700,19.30000,Tolarate,,
0.22700,19.30000,Tolarate,,
0.22700,19.30000,Tolarate,,
0.22700,19.30000,Tolarate,,
0.22700,19.30000,Tolarate,,
0.22700,19.40000,Tolarate,,
0.22700,19.50000,Tolarate,,
0.22700,19.60000,Tolarate,,
0.22700,19.80000,Tolarate,,
0.22700,19.90000,Tolarate,,
0.22800,20.00000,Tolarate,,
0.22800,20.10000,Tolarate,,
0.22800,20.20000,Tolarate,,
0.22800,20.20000,Tolarate,,
0.22800,20.20000,Tolarate,,
0.22800,20.20000,Tolarate,,
0.22800,20.10000,Tolarate,,
0.22800,20.10000,Tolarate,,
0.22800,20.00000,Tolarate,,
0.22800,19.90000,Tolarate,,
0.22700,19.80000,Tolarate,,
0.22700,19.80000,Tolarate,,
0.22700,19.70000,Tolarate,,
0.22700,19.60000,Tolarate,,
0.22700,19.50000,Tolarate,,
0.22700,19.50000,Tolarate,,
0.22700,19.40000,Tolarate,,
0.22600,19.50000,Tolarate,,
0.22700,19.50000,Tolarate,,
0.22700,19.60000,Tolarate,,
0.22700,19.70000,Tolarate,,
0.22700,19.90000,Tolarate,,
0.22700,20.00000,Tolarate,,
0.22700,20.20000,Tolarate,,
0.22700,20.30000,Tolarate,,
0.22700,20.40000,Tolarate,,
0.22700,20.50000,Tolarate,,
0.22800,20.50000,Tolarate,,
0.22700,20.50000,Tolarate,,
0.22800,20.50000,Tolarate,,
0.22800,20.40000,Tolarate,,
0.22700,20.40000,Tolarate,,
0.22700,20.30000,Tolarate,,
0.22700,20.30000,Tolarate,,
0.22700,20.20000,Tolarate,,
0.22700,20.10000,Tolarate,,
0.22700,20.00000,Tolarate,,
0.22700,19.90000,Tolarate,,
0.22700,19.80000,Tolarate,,
0.22600,19.70000,Tolarate,,
0.22600,19.70000,Tolarate,,
0.22600,19.70000,Tolarate,,
0.22600,19.80000,Tolarate,,
0.22600,19.90000,Tolarate,,
0.22600,20.00000,Tolarate,,
0.22600,20.10000,Tolarate,,
0.22700,20.30000,Tolarate,,
0.22700,20.40000,Tolarate,,
0.22700,20.50000,Tolarate,,
0.22700,20.60000,Tolarate,,
0.22700,20.70000,Tolarate,,
0.22700,20.70000,Tolarate,,
0.22700,20.70000,Tolarate,,
0.22700,20.70000,Tolarate,,
0.22700,20.70000,Tolarate,,
0.22700,20.60000,Tolarate,,
0.22700,20.50000,Tolarate,,
0.22700,20.50000,Tolarate,,
0.22700,20.40000,Tolarate,,
0.22700,20.30000,Tolarate,,
0.22700,20.20000,Tolarate,,
0.22600,20.10000,Tolarate,,
0.22600,20.00000,Tolarate,,
0.22600,19.90000,Tolarate,,
0.22600,19.90000,Tolarate,,
0.22600,19.90000,Tolarate,,
0.22600,20.00000,Tolarate,,
0.22600,20.10000,Tolarate,,
0.22600,20.20000,Tolarate,,
0.22600,20.30000,Tolarate,,
0.22700,20.50000,Tolarate,,
0.22700,20.60000,Tolarate,,
0.22700,20.70000,Tolarate,,
0.22700,20.80000,Tolarate,,
0.22700,20.90000,Tolarate,,
0.22700,20.90000,Tolarate,,
0.22700,20.90000,Tolarate,,
0.22700,20.90000,Tolarate,,
0.22700,20.80000,Tolarate,,
0.22700,20.70000,Tolarate,,
0.22700,20.60000,Tolarate,,
0.22700,20.50000,Tolarate,,
0.22700,20.40000,Tolarate,,
0.22600,20.30000,Tolarate,,
0.22600,20.20000,Tolarate,,
0.22600,20.10000,Tolarate,,
0.22600,20.00000,Tolarate,,
0.22600,20.00000,Tolarate,,
0.22600,19.90000,Tolarate,,
0.22600,19.90000,Tolarate,,
0.22600,20.00000,Tolarate,,
0.22600,20.10000,Tolarate,,
0.22600,20.20000,Tolarate,,
0.22600,20.30000,Tolarate,,
0.22600,20.50000,Tolarate,,
0.22600,20.60000,Tolarate,,
0.22600,20.70000,Tolarate,,
0.22700,20.80000,Tolarate,,
0.22700,20.90000,Tolarate,,
0.22700,20.90000,Tolarate,,
0.22700,20.90000,Tolarate,,
0.22700,20.90000,Tolarate,,
0.22700,20.80000,Tolarate,,
0.22700,20.80000,Tolarate,,
0.22600,20.70000,Tolarate,,
0.22600,20.60000,Tolarate,,
0.22600,20.50000,Tolarate,,
0.22600,20.40000,Tolarate,,
0.22600,20.30000,Tolarate,,
0.22600,20.20000,Tolarate,,
0.22600,20.10000,Tolarate,,
0.22600,20.10000,Tolarate,,
0.22600,20.10000,Tolarate,,
0.22600,20.10000,Tolarate,,
0.22500,20.10000,Tolarate,,
0.22600,20.20000,Tolarate,,
0.22600,20.30000,Tolarate,,
0.22600,20.40000,Tolarate,,
0.22600,20.60000,Tolarate,,
0.22600,20.70000,Tolarate,,
0.22600,20.80000,Tolarate,,
0.22600,20.90000,Tolarate,,
0.22600,20.90000,Tolarate,,
0.22700,20.90000,Tolarate,,
0.22700,20.90000,Tolarate,,
0.22600,20.90000,Tolarate,,
0.22600,20.80000,Tolarate,,
0.22600,20.70000,Tolarate,,
0.22600,20.70000,Tolarate,,
0.22600,20.60000,Tolarate,,
0.22600,20.50000,Tolarate,,
0.22600,20.40000,Tolarate,,
